2304,5009,Kirby,0.91,0.89,0.64,0.72,0.13
2314,,avenue,0.86,0.85,0.59,0.7,0.14
2319,,mat,0.94,0.92,0.64,0.69,0.19
2326,5961,xall,0.98,0.98,0.7,0.71,0.15
2335,378,kakafu,0.96,0.97,0.62,0.64,0.17
2339,,DaNy,0.65,0.59,0.47,0.8,0.16
2343,,manN1,0.59,0.55,0.47,0.85,0.13
2346,,tALAZIz,0.8,0.78,0.59,0.76,0.14
2367,4828,BEECK,0.73,0.7,0.51,0.74,0.15
2382,6672,psycko,0.96,0.94,0.7,0.75,0.13
2391,5125,wezx,0.89,0.9,0.63,0.7,0.16
2393,4128,tekziNz,0.59,0.53,0.41,0.77,0.1
2395,6319,zanoj,0.81,0.79,0.58,0.74,0.12
2398,4643,SKYTTEN,1.0,1.03,0.69,0.67,0.16
2407,4690,shEMETA,0.97,0.98,0.7,0.71,0.16
2425,6353,ViperDemon,0.86,0.84,0.61,0.72,0.15
2454,2298,transik,0.87,0.86,0.58,0.68,0.16
2468,4828,BULI,0.87,0.85,0.61,0.71,0.12
2469,5422,cajunb,1.09,1.15,0.73,0.63,0.14
2471,6077,KVALLION,0.8,0.76,0.57,0.75,0.16
2475,5590,shok1ca,0.85,0.81,0.59,0.73,0.13
2476,4803,emi,0.94,0.93,0.66,0.7,0.15
2477,6361,nEGRo,0.86,0.84,0.61,0.73,0.15
2480,,DEik,0.92,0.95,0.6,0.63,0.11
2482,,YNk,0.98,0.97,0.68,0.71,0.13
2484,4731,MASiNA,0.97,0.98,0.66,0.68,0.16
2486,5273,shev,0.79,0.75,0.56,0.76,0.14
2492,7176,lrz,0.9,0.89,0.63,0.71,0.12
2496,6947,bld,1.02,1.0,0.73,0.73,0.16
2517,4773,LuL4,1.04,1.05,0.72,0.69,0.19
2525,6788,LosK,0.58,0.56,0.48,0.86,0.17
2527,6788,frozeN,0.59,0.55,0.49,0.89,0.16
2528,4044,gustaviN,0.91,0.81,0.64,0.8,0.16
2529,6947,Maluk3,1.01,1.04,0.69,0.66,0.12
2531,6947,bt0,0.97,0.97,0.69,0.71,0.13
